Продукт,Калорийность,Углеводы,Белки,Жиры
"Курица, цыплята-бройлеры, только мясо, обжаренное",219 кКал,"1,59 г","30,57 г","9,12 г"
"Курица, цыплята-бройлеры, только мясо, тушеное",177 кКал,0 г,"27,29 г","6,71 г"
"Курица, цыплята-бройлеры, тушеные",219 кКал,0 г,"24,68 г","12,56 г"
"Курица, цыплята-бройлеры, шейки",297 кКал,0 г,"14,07 г","26,24 г"
"Курица, цыплята-бройлеры, шейки, вареные на медленном огне",247 кКал,0 г,"19,61 г","18,1 г"
"Курица, цыплята-бройлеры, шейки, обжаренные в кляре",330 кКал,"8,7 г","19,82 г","23,52 г"
"Курица, цыплята-бройлеры, шейки, обжаренные в панировке",332 кКал,"4,24 г","24,01 г","23,61 г"
"Курица, цыплята-бройлеры, шейки, только мясо",154 кКал,0 г,"17,55 г","8,78 г"
"Курица, цыплята-бройлеры, шейки, только мясо, вареные на медленном огне",179 кКал,0 г,"24,56 г","8,18 г"
"Курица, цыплята-бройлеры, шейки, только мясо, обжаренное",229 кКал,"1,77 г","26,87 г","11,88 г"
Молодая индейка,168 кКал,0 г,"20,18 г","9,09 г"
"Молодая индейка, белое мясо",116 кКал,0 г,"23,64 г","1,66 г"
"Молодая индейка, белое мясо с кожей",165 кКал,0 г,"21,51 г","8,1 г"
"Молодая индейка, белое мясо с кожей, запечённое",207 кКал,0 г,"28,64 г","9,4 г"
"Молодая индейка, белое мясо, запечённое",161 кКал,0 г,"29,89 г","3,74 г"
"Молодая индейка, грудка с кожей",167 кКал,0 г,"21,62 г","8,3 г"
"Молодая индейка, грудка с кожей, запечённая",194 кКал,0 г,"28,8 г","7,86 г"
"Молодая индейка, запечённая",218 кКал,0 г,"28,09 г","10,88 г"
"Молодая индейка, крылышки",210 кКал,0 г,"19,93 г","13,87 г"
"Молодая индейка, крылышки, запечённые",238 кКал,0 г,"27,3 г","13,46 г"
"Молодая индейка, окорочка",151 кКал,0 г,"19,46 г","7,5 г"
"Молодая индейка, окорочка, запечённые",213 кКал,0 г,"27,73 г","10,5 г"
"Молодая индейка, потроха и шейки",166 кКал,"0,11 г","20,15 г","8,78 г"
"Молодая индейка, потроха и шейки, запечённые",215 кКал,"0,07 г",28 г,"10,55 г"
"Молодая индейка, спинки",218 кКал,0 г,"17,51 г","15,93 г"
"Молодая индейка, спинки, запечённые",254 кКал,0 г,"26,41 г","15,64 г"
"Молодая индейка, темное мясо",130 кКал,0 г,"20,07 г","4,88 г"
"Молодая индейка, темное мясо с кожей",172 кКал,0 г,"18,65 г","10,25 г"
"Молодая индейка, темное мясо с кожей, запечённое",232 кКал,0 г,"27,37 г","12,78 г"
"Молодая индейка, темное мясо, запечённое",192 кКал,0 г,"28,42 г","7,79 г"
"Молодая индейка, только кожа",417 кКал,0 г,"11,79 г","40,62 г"
"Молодая индейка, только кожа, запечённая",482 кКал,0 г,"19,03 г","44,45 г"
"Молодая индейка, только мясо",122 кКал,0 г,"21,76 г","3,18 г"
"Молодая индейка, только мясо, запечённое",175 кКал,0 г,"29,25 г","5,51 г"
Молодой индюк,154 кКал,0 г,"20,45 г","7,43 г"
"Молодой индюк, белое мясо",114 кКал,0 г,"23,43 г","1,57 г"
"Молодой индюк, белое мясо с кожей",156 кКал,0 г,"21,63 г","7,04 г"
"Молодой индюк, белое мясо с кожей, запечённое",191 кКал,0 г,"28,48 г","7,7 г"
"Молодой индюк, белое мясо, запечённое",154 кКал,0 г,"29,88 г","2,92 г"
"Молодой индюк, грудка с кожей",151 кКал,0 г,"21,96 г","6,34 г"
"Молодой индюк, грудка с кожей, запечённая",189 кКал,0 г,"28,61 г","7,39 г"
"Молодой индюк, запечённый",202 кКал,0 г,"28,09 г","9,06 г"
"Молодой индюк, крылышки",188 кКал,0 г,"20,45 г","11,22 г"
"Молодой индюк, крылышки, запечённые",221 кКал,0 г,"27,45 г","11,5 г"
"Молодой индюк, окорочка, запечённые",206 кКал,0 г,"27,93 г","9,63 г"
"Молодой индюк, окорочка, мясо и кожа, сырые",141 кКал,0 г,"19,54 г","6,34 г"
"Молодой индюк, потроха и шейки",152 кКал,"0,08 г","20,39 г","7,21 г"
"Молодой индюк, потроха и шейки, запечённые",199 кКал,"0,1 г","27,97 г","8,81 г"
"Молодой индюк, спинка, запечённая",238 кКал,0 г,"26,8 г","13,65 г"
"Молодой индюк, спинки, мясо и кожа, сырые",179 кКал,0 г,"18,47 г","11,14 г"
"Молодой индюк, темное мясо",123 кКал,0 г,"20,04 г","4,11 г"
"Молодой индюк, темное мясо с кожей",152 кКал,0 г,"19,05 г","7,89 г"
"Молодой индюк, темное мясо с кожей, запечённое",216 кКал,0 г,"27,58 г","10,85 г"
"Молодой индюк, темное мясо, запечённое",185 кКал,0 г,"28,68 г","6,98 г"
"Молодой индюк, только кожа",368 кКал,0 г,"13,24 г","34,56 г"
"Молодой индюк, только кожа, запечённая",422 кКал,0 г,"20,14 г","37,25 г"
"Молодой индюк, только мясо",117 кКал,0 г,"21,72 г","2,7 г"
"Молодой индюк, только мясо, запечённое",168 кКал,0 г,"29,36 г","4,68 г"
"Мясо цыплят жареное, быстро замороженное",250 кКал,"0,3 г","26,2 г",16 г
"Мясо цыплят паровое, быстро замороженное",213 кКал,0 г,"23,3 г","13,3 г"
Нагетсы из куриной грудки в панировке,263 кКал,"13,91 г","14,73 г","15,75 г"
"Нагетсы из куриной грудки в панировке, приготовленное в конвекционной печи",293 кКал,17 г,"15,78 г","17,69 г"
"Палочки из мяса индейки, обжаренные в панировке и кляре",279 кКал,17 г,"14,2 г","16,9 г"
Перепел,192 кКал,0 г,"19,63 г","12,05 г"
"Перепел, грудка, только мясо",123 кКал,0 г,"22,59 г","2,99 г"
"Перепел, приготовленный",227 кКал,0 г,"25,1 г","14,1 г"
"Перепел, только мясо",134 кКал,0 г,"21,76 г","4,53 г"
Перепелка,230 кКал,"0,4 г","18,2 г","17,3 г"
Петух каплун,234 кКал,0 г,"18,77 г","17,07 г"
"Петух каплун, запечённый",229 кКал,0 г,"28,96 г","11,65 г"
"Петух каплун, потроха",130 кКал,"1,42 г","18,28 г","5,18 г"
"Петух каплун, потроха и шейки",232 кКал,"0,08 г","18,51 г","16,9 г"
"Петух каплун, потроха и шейки, запечённые",226 кКал,"0,04 г","28,35 г","11,67 г"
"Петух каплун, потроха, запечённые",164 кКал,"0,76 г","26,39 г","5,4 г"
Печень гусиная,133 кКал,"6,32 г","16,37 г","4,28 г"
Печень индейки,128 кКал,0 г,"18,26 г","5,5 г"
"Печень индейки, вареная на медленном огне",189 кКал,0 г,27 г,"8,18 г"
Печень куриная,"137,6 кКал","0,73 г","20,4 г","5,9 г"
Печень куриная,119 кКал,"0,73 г","16,92 г","4,83 г"
"Печень куриная, вареная на медленном огне",167 кКал,"0,87 г","24,46 г","6,51 г"
"Печень куриная, жареная на сковороде",172 кКал,"1,11 г","25,78 г","6,43 г"
Печень утиная,136 кКал,"3,53 г","18,74 г","4,64 г"
Печень цыпленка-бройлера,122 кКал,"1,5 г","20,6 г","3,7 г"
"Рагу из индейки, по 2-10",131 кКал,"8,9 г",6 г,"7,9 г"
"Рагу из курицы, по 2-8",131 кКал,"8,5 г",6 г,8 г
"Рагу из утки, по 2-10",186 кКал,"9,6 г","6,3 г","13,5 г"
"Рагу из цыпленка, по 2-8",125 кКал,"8,9 г","6,2 г","7,1 г"
"Салат с курицей, по 1-82",137 кКал,6 г,"5,7 г","9,9 г"
Сердечки индейки,140 кКал,"0,4 г","16,7 г","7,44 г"
"Сердечки индейки, вареные на медленном огне",174 кКал,0 г,"24,88 г","7,52 г"
Сердечки куриные,153 кКал,"0,71 г","15,55 г","9,33 г"
"Сердечки куриные, вареные на медленном огне",185 кКал,"0,1 г","26,41 г","7,92 г"
Сердце куриное,159 кКал,"0,8 г","15,8 г","10,3 г"
Сердце цыпленка-бройлера,148 кКал,"0,9 г","17,3 г","8,3 г"
"Страус, верхняя часть филе",119 кКал,0 г,"21,67 г","2,95 г"
"Страус, верхняя часть филе, приготовленная",155 кКал,0 г,"28,12 г","3,87 г"
"Страус, внешняя часть бедра",115 кКал,0 г,"22,86 г","1,96 г"
"Страус, внешняя часть филе",120 кКал,0 г,"23,36 г","2,21 г"
"Страус, внешняя часть филе, приготовленная",156 кКал,0 г,"28,55 г","3,83 г"
"Страус, внутренняя часть бедра",111 кКал,0 г,"22,39 г","1,72 г"
"Страус, внутренняя часть бедра, приготовленная",141 кКал,0 г,"29,01 г","1,94 г"
"Страус, внутренняя часть филе",127 кКал,0 г,"23,69 г","2,87 г"
"Страус, внутренняя часть филе, приготовленная",164 кКал,0 г,"29,37 г","4,26 г"
"Страус, вырезка",123 кКал,0 г,"22,07 г","3,19 г"
"Страус, грудка порезанная",114 кКал,0 г,"21,85 г","2,3 г"
"Страус, грудка порезанная, приготовленная",145 кКал,0 г,"28,49 г","2,57 г"
"Страус, мышца-подниматель хвоста",117 кКал,0 г,"21,81 г","2,65 г"
"Страус, нежное мясо спины",125 кКал,0 г,"21,55 г","3,67 г"
"Страус, нежное мясо спины, приготовленное",159 кКал,0 г,"28,81 г","3,97 г"
"Страус, огузок, сырой",116 кКал,0 г,"21,99 г","2,4 г"
"Страус, фарш, жареный на сковороде",175 кКал,0 г,"26,15 г","7,07 г"
"Страус, фарш, сырой",165 кКал,0 г,"20,22 г","8,7 г"
"Утенок белой пекинской утки, грудка с кожей, запечённая",202 кКал,0 г,"24,5 г","10,85 г"
"Утенок белой пекинской утки, грудка, только мясо, жареное на открытом огне",140 кКал,0 г,"27,6 г","2,5 г"
"Утенок белой пекинской утки, окорок запечённый",217 кКал,0 г,"26,75 г","11,4 г"
"Утенок белой пекинской утки, окорочка, только мясо, тушеные",178 кКал,0 г,"29,1 г","5,96 г"
Утка 1 кат.,405 кКал,0 г,"15,8 г",38 г
Утка 2 кат.,287 кКал,0 г,"17,2 г","24,2 г"
"Утка в собственном соку, консервы",223 кКал,"0,3 г",16 г,"17,5 г"
Утка дикая,211 кКал,0 г,"17,42 г","15,2 г"
"Утка дикая, только мясо",123 кКал,0 г,"19,85 г","4,25 г"
Утка домашняя,404 кКал,0 г,"11,49 г","39,34 г"
"Утка домашняя, запечённая",337 кКал,0 г,"18,99 г","28,35 г"
"Утка домашняя, только мясо",135 кКал,"0,94 г","18,28 г","5,95 г"
"Утка домашняя, только мясо, запечёное",201 кКал,0 г,"23,48 г","11,2 г"
"Утка жареная, по 2-16",407 кКал,"0,1 г","23,2 г","34,9 г"
"Утка отварная, по 2-6",385 кКал,0 г,"18,1 г","34,6 г"
"Утка фаршированная картофелем, по 2-18",169 кКал,"10,5 г","7,1 г","10,9 г"
Утята 1 кат.,309 кКал,0 г,16 г,"27,2 г"
Утята 2 кат.,258 кКал,0 г,18 г,"20,7 г"
Фазан,181 кКал,0 г,"22,7 г","9,29 г"
"Фазан, грудка, только мясо",133 кКал,0 г,"24,37 г","3,25 г"
"Фазан, окорочка, только мясо",134 кКал,0 г,"22,2 г","4,3 г"
"Фазан, приготовленный",239 кКал,0 г,"32,4 г","12,1 г"
"Фазан, только мясо",133 кКал,0 г,"23,57 г","3,64 г"
Фарш из индейки,148 кКал,0 г,"19,66 г","7,66 г"
"Фарш из индейки, 85% мяса, 15% жира",180 кКал,0 г,"16,9 г","12,54 г"
"Фарш из индейки, 85% мяса, 15% жира, жаренный на сковороде",258 кКал,0 г,"25,11 г","17,45 г"
"Фарш из индейки, 85% мяса, 15% жира, котлеты, жаренные на открытом огне",249 кКал,0 г,"25,88 г","16,2 г"
"Фарш из индейки, 93% мяса, 7% жира",150 кКал,0 г,"18,73 г","8,34 г"
"Фарш из индейки, 93% мяса, 7% жира, жаренный на сковороде",213 кКал,0 г,"27,1 г","11,6 г"
"Фарш из индейки, 93% мяса, 7% жира, котлеты, жаренные на открытом огне",207 кКал,0 г,"25,86 г","11,45 г"
"Фарш из индейки, обезжиренный, 1.95% жира",112 кКал,0 г,"23,57 г","1,95 г"
"Фарш из индейки, обезжиренный, 2.48% жира, котлеты, жаренные на открытом огне",138 кКал,0 г,"28,99 г","2,48 г"
"Фарш из индейки, обезжиренный, 2.71% жира, жаренный на сковороде",151 кКал,0 г,"31,69 г","2,71 г"
"Фарш из индейки, приготовленный",203 кКал,0 г,"27,37 г","10,4 г"
"Фарш колбасный куриный, консервы",200 кКал,"1,4 г",15 г,"15,6 г"
"Фрикадельки из курицы, по 2-26",163 кКал,"7,8 г","18,2 г","6,5 г"
"Фуа-гра, консервированная гусиная печень, копченная",462 кКал,"4,67 г","11,4 г","43,84 г"
Цесарка,158 кКал,0 г,"23,4 г","6,45 г"
"Цесарка, только мясо",110 кКал,0 г,"20,64 г","2,47 г"
"Цыплята жареные, по 2-14",261 кКал,"0,1 г",24 г,"18,3 г"
"Цыплята отварные, по 2-4",211 кКал,0 г,"21,1 г","13,6 г"
"Цыплята табака жареные, по 2-20",281 кКал,"0,1 г","24,8 г","20,2 г"
"Эму, верхняя часть филе, жареное на огне",152 кКал,0 г,"29,07 г","3,13 г"
"Эму, внутрення часть голени",108 кКал,0 г,"22,22 г","1,49 г"
"Эму, внутрення часть голени, жареная на огне",156 кКал,0 г,"32,38 г","2,01 г"
"Эму, мышца-подниматель хвоста, жареное на огне",154 кКал,0 г,"31,27 г","2,3 г"
"Эму, мышца-подниматель хвоста, сырое",103 кКал,0 г,"22,5 г","0,8 г"
"Эму, наружная часть голени",103 кКал,0 г,"23,08 г","0,48 г"
"Эму, нежное мясо спины, сырое",141 кКал,0 г,"22,81 г","4,86 г"
"Эму, огузок",112 кКал,0 г,"22,83 г","1,64 г"
"Эму, огузок, жареный на огне",168 кКал,0 г,"33,67 г","2,68 г"
"Эму, плоское филе, сырое",102 кКал,0 г,"22,25 г","0,74 г"
"Эму, фарш",134 кКал,0 г,"22,77 г","4,03 г"
"Эму, фарш, жареный на сковороде",163 кКал,0 г,"28,43 г","4,65 г"
