Продукт,Калорийность,Углеводы,Белки,Жиры
"Паста ""Океан""",92 кКал,0 г,"13,6 г","4,2 г"
Пеламида,217 кКал,0 г,"22,4 г","14,2 г"
"Песчанка радужная (корюшка американская), приготовленная на жару",124 кКал,0 г,"22,6 г","3,1 г"
"Песчанка радужная (корюшка американская), сырая",97 кКал,0 г,"17,63 г","2,42 г"
"Печень белуги, сырая, (Аляска)",117 кКал,2 г,"18,4 г","3,9 г"
Печень зубастого терпуга (Аляска),424 кКал,6 г,"5,6 г",42 г
"Печень моржа, сырая, (Аляска)",125 кКал,"3,5 г",21 г,3 г
Печень трески. Консервы,613 кКал,"1,2 г","4,2 г","65,7 г"
Печень чавычи (Аляска),156 кКал,"4,3 г","16,6 г",8 г
Печень щуки северной (Аляска),156 кКал,"4,3 г","16,6 г",8 г
"Печень, сиговые, чир (Аляска)",104 кКал,"5,1 г",11 г,"4,4 г"
Пикша,73 кКал,0 г,"17,2 г","0,5 г"
"Пикша, копченая",116 кКал,0 г,"25,23 г","0,96 г"
"Пикша, приготовленная, приготовленная на жару",90 кКал,0 г,"19,99 г","0,55 г"
"Пикша, сырая",74 кКал,0 г,"16,32 г","0,45 г"
Плотва сибирская (сорога),110 кКал,0 г,19 г,"3,8 г"
Полосатый тунец,103 кКал,0 г,22 г,"1,01 г"
"Полосатый тунец, приготовленный на жару",132 кКал,0 г,"28,21 г","1,29 г"
"Помпано флоридский, приготовленный на жару",211 кКал,0 г,"23,69 г","12,14 г"
"Помпано флоридский, сырой",164 кКал,0 г,"18,48 г","9,47 г"
Пристипома,88 кКал,0 г,"19,6 г","1,1 г"
Псенопсис,92 кКал,0 г,"14,6 г","3,7 г"
"Пузанок, приготовленный на жару",252 кКал,0 г,"21,71 г","17,65 г"
"Пузанок, сырой",197 кКал,0 г,"16,93 г","13,77 г"
Путассу,82 кКал,0 г,"18,5 г","0,9 г"
"Путассу, приготовленный на жару",116 кКал,0 г,"23,48 г","1,69 г"
"Путассу, смешанные виды, сырой",90 кКал,0 г,"18,31 г","1,31 г"
Пыжьян,113 кКал,0 г,18 г,"4,6 г"
"Радужная форель (Микижа), вареная, консервированная, (Аляска)",159 кКал,0 г,"21,11 г","8,26 г"
"Радужная форель (Микижа), сушеная, мясо (Shoshone Bannock)",382 кКал,0 г,"77,27 г","8,06 г"
"Рак речной, дикий",77 кКал,0 г,"15,97 г","0,95 г"
"Рак речной, дикий, приготовленный на пару",82 кКал,0 г,"16,77 г","1,2 г"
"Рак речной, фермерский",72 кКал,0 г,"14,85 г","0,97 г"
"Рак речной, фермерский, приготовленный на пару",87 кКал,0 г,"17,52 г","1,3 г"
"Раки морские (лангуст, омар)",89 кКал,"0,5 г","18,8 г","1,3 г"
"Раки морские (лангуст, омар) вареные",90 кКал,"0,3 г","20,5 г","0,7 г"
Раки речные,76 кКал,"1,2 г","15,5 г",1 г
Раки речные вареные,97 кКал,1 г,"20,3 г","1,3 г"
"Ручьевая форель, Нью-Йоркская",110 кКал,0 г,"21,23 г","2,73 г"
Рыба молочная,148 кКал,0 г,"20,53 г","6,73 г"
"Рыба молочная, приготовленная на жару",190 кКал,0 г,"26,32 г","8,63 г"
"Рыба фаршированная, в сладком соусе",84 кКал,"7,41 г","9,07 г","1,73 г"
Рыба-капитан,92 кКал,0 г,"19,4 г","1,6 г"
Рыба-лист,110 кКал,0 г,"20,3 г","3,2 г"
"Рыба-луна с семенами тыквы, приготовленная на жару",114 кКал,0 г,"24,87 г","0,9 г"
"Рыба-луна с семенами тыквы, сырая",89 кКал,0 г,"19,4 г","0,7 г"
Рыба-меч,144 кКал,0 г,"19,66 г","6,65 г"
"Рыба-меч, приготовленная на жару",172 кКал,0 г,"23,45 г","7,93 г"
Рыба-сабля,106 кКал,0 г,"19,3 г","3,2 г"
Рыбец азово-черноморский холодного копчения,222 кКал,0 г,"28,6 г",12 г
"Рыбец, азово-черноморский",139 кКал,0 г,"18,2 г","7,4 г"
"Рыбец, каспийский",98 кКал,0 г,"19,2 г","2,4 г"
"Рыбные полуфабрикаты, замороженные, разогретые",277 кКал,"20,16 г","11,01 г","16,23 г"
"Ряпушка сибирская, енисейская",149 кКал,0 г,17 г,9 г
"Ряпушка сибирская, обская",107 кКал,0 г,"19,2 г","3,3 г"
Сазан,97 кКал,0 г,"18,2 г","2,7 г"
Сазан азовский,121 кКал,0 г,"18,4 г","5,3 г"
Сазан в томатном соусе. Консервы,143 кКал,"3,5 г","12,4 г","8,7 г"
Сайда,81 кКал,0 г,"19,1 г","0,5 г"
"Сайда атлантическая, приготовленная на жару",118 кКал,0 г,"24,92 г","1,26 г"
"Сайда атлантическая, сырая",92 кКал,0 г,"19,44 г","0,98 г"
Сайра,205 кКал,0 г,"19,5 г","14,1 г"
"Сайра бланшированная в масле, консервы",283 кКал,0 г,"18,3 г","23,3 г"
Салака,125 кКал,0 г,17 г,"6,3 г"
Салака горячего копчения,152 кКал,0 г,"25,4 г","5,6 г"
"Салат из окуня, по 1-80",182 кКал,"5,5 г","4,7 г","15,7 г"
Салат из тунца,187 кКал,"9,41 г","16,04 г","9,26 г"
Салилота (бротола),73 кКал,0 г,"16,5 г","0,8 г"
"Сардина атлантическая, консервы в масле",208 кКал,0 г,"24,62 г","11,45 г"
Сардина океаническая,166 кКал,0 г,19 г,10 г
"Сардина тихоокеанская, консервированная в томатном соусе",185 кКал,"0,44 г","20,86 г","10,45 г"
"Сардины атлантические в масле, консервы",249 кКал,0 г,"17,9 г","19,7 г"
"Сардины дальневосточные в масле, консервы",272 кКал,0 г,"17,2 г","22,6 г"
"Сардины каспийские в масле, консервы",223 кКал,0 г,16 г,"17,7 г"
Севрюга,160 кКал,0 г,"16,9 г","10,3 г"
Севрюга в томатном соусе. Консервы,178 кКал,"2,6 г",16 г,"11,4 г"
"Севрюга припущенная, по 1-350",173 кКал,0 г,"18,2 г","11,2 г"
Сельдь атлантическая,158 кКал,0 г,"17,96 г","9,04 г"
Сельдь атлантическая жирная,248 кКал,0 г,"17,7 г","19,5 г"
Сельдь атлантическая нежирная,135 кКал,0 г,"19,1 г","6,5 г"
Сельдь атлантическая нежирная соленая,145 кКал,0 г,17 г,"8,5 г"
"Сельдь атлантическая, копченая",217 кКал,0 г,"24,58 г","12,37 г"
"Сельдь атлантическая, маринованная",262 кКал,"9,64 г","14,19 г",18 г
"Сельдь атлантическая, приготовленная на жару",203 кКал,0 г,"23,03 г","11,59 г"
"Сельдь иваси соленая, специального посола",173 кКал,0 г,"17,5 г","11,4 г"
"Сельдь иваси, крупная",234 кКал,0 г,"19,5 г","17,3 г"
"Сельдь иваси, мелкая",131 кКал,0 г,"21,5 г",5 г
"Сельдь рубленая, по 1-98",136 кКал,2 г,"10,3 г","9,7 г"
"Сельдь с луком, по 1-98",125 кКал,"4,2 г","8,3 г","8,3 г"
Сельдь тихоокеанская жирная,191 кКал,0 г,14 г,15 г
Сельдь тихоокеанская жирная соленая,224 кКал,0 г,"17,4 г","17,1 г"
Сельдь тихоокеанская жирная холодного копчения,225 кКал,0 г,"20,3 г",16 г
Сельдь тихоокеанская нежирная,135 кКал,0 г,18 г,7 г
"Сельдь тихоокеанская, приготовленная на жару",250 кКал,0 г,"21,01 г","17,79 г"
"Сельдь тихоокеанская, сырая",195 кКал,0 г,"16,39 г","13,88 г"
"Сельдь, тихоокеанская, высушенная на воздухе, упакована в масле, (Аляска)",489 кКал,0 г,"44,5 г","34,6 г"
Семга соленая,202 кКал,0 г,"22,5 г","12,5 г"
"Семга, наггетсы, готовые к употреблению, не разогретые",189 кКал,"11,85 г","11,97 г","10,43 г"
Серебрянка,84 кКал,0 г,"8,3 г","5,6 г"
Сериола,103 кКал,0 г,"22,5 г","1,4 г"
"Сериола (желтохвост), приготовленная на жару",187 кКал,0 г,"29,67 г","6,72 г"
Сериолелла,160 кКал,0 г,"19,4 г","9,2 г"
Сиг,144 кКал,0 г,19 г,"7,5 г"
"Сиг в томатном соусе, консервы",154 кКал,"5,8 г","14,3 г","8,3 г"
"Сиг, байкальский",144 кКал,0 г,"20,2 г",7 г
"Сиг, копченый",177 кКал,0 г,"16,36 г","11,9 г"
"Сиг, смесь видов, сырая, (Аляска)",131 кКал,0 г,"18,9 г","6,1 г"
"Сиг, сушеный, (Аляска)",371 кКал,0 г,"62,44 г","13,44 г"
"Сиг, сырой",98 кКал,0 г,"18,99 г","1,91 г"
"Сиговые, чир, голова, глаза, щековина, мягкие кости, (Аляска)",107 кКал,0 г,"18,6 г","3,6 г"
Скап океанический,164 кКал,0 г,"18,7 г","9,9 г"
Скат-лисица,110 кКал,0 г,24 г,"1,6 г"
Сквама,104 кКал,0 г,"17,3 г","3,9 г"
Скумбрия атлантическая,191 кКал,0 г,18 г,"13,2 г"
"Скумбрия атлантическая в масле, консервы",278 кКал,0 г,"13,1 г","25,1 г"
Скумбрия атлантическая в масле. Консервы,318 кКал,0 г,"14,4 г","28,9 г"
"Скумбрия атлантическая, приготовленная на жару",262 кКал,0 г,"23,85 г","17,81 г"
"Скумбрия атлантическая, сырая",205 кКал,0 г,"18,6 г","13,89 г"
Скумбрия дальневосточная,239 кКал,0 г,"19,3 г",18 г
"Скумбрия дальневосточная в масле, консервы",220 кКал,0 г,"19,5 г","15,8 г"
Скумбрия курильская натуральная. Консервы,248 кКал,0 г,"18,8 г","19,2 г"
Скумбрия натуральная. Консервы,200 кКал,0 г,"17,7 г","14,4 г"
Скумбрия соленая,305 кКал,0 г,"18,5 г","25,1 г"
Скумбрия холодного копчения,150 кКал,0 г,"23,4 г","6,4 г"
"Снеток солено-сушеный, полесский",264 кКал,0 г,"46,3 г","8,8 г"
"Снеток солено-сушеный, псковский",159 кКал,0 г,32 г,"3,4 г"
"Снэк, рыба",144 кКал,0 г,"21,8 г","6,3 г"
"Солнечник, рыба",95 кКал,0 г,"18,9 г","2,2 г"
Сом,115 кКал,0 г,"17,2 г","5,1 г"
Сом в томатном соусе. Консервы,126 кКал,4 г,"12,9 г","6,3 г"
"Сом припущенный, по 1-346",121 кКал,0 г,"18,2 г","5,4 г"
"Сомик канальный, американский, дикий",95 кКал,0 г,"16,38 г","2,82 г"
"Сомик канальный, американский, дикий, приготовленный на жару",105 кКал,0 г,"18,47 г","2,85 г"
"Сомик канальный, американский, жареный в панировке",229 кКал,"7,34 г","18,09 г","13,33 г"
"Сомик канальный, американский, разведенный на ферме",119 кКал,0 г,"15,23 г","5,94 г"
"Сомик канальный, американский, разведенный на ферме, приготовленный на жару",144 кКал,0 г,"18,44 г","7,19 г"
"Спот, приготовленный на жару",158 кКал,0 г,"23,73 г","6,28 г"
"Спот, сырой",123 кКал,0 г,"18,51 г","4,9 г"
Ставрида,114 кКал,0 г,"18,5 г","4,5 г"
Ставрида атлантическая холодного копчения,"93,6 кКал",0 г,"17,1 г","2,8 г"
"Ставрида в томатном соусе, консервы",110 кКал,"7,3 г","14,8 г","2,3 г"
"Ставрида жареная, по 1-366",190 кКал,"3,7 г","20,3 г","10,5 г"
"Ставрида обжаренная, в масле, консервы",309 кКал,0 г,"15,6 г","27,4 г"
"Ставрида отварная, по 1-344",124 кКал,0 г,20 г,"4,9 г"
"Ставрида припущенная, по 1-358",122 кКал,0 г,"19,6 г","4,8 г"
Ставрида тихоокеанская,158 кКал,0 г,"20,07 г","7,89 г"
"Ставрида тихоокеанская консервированная, сухой продукт без маринада",156 кКал,0 г,"23,19 г","6,3 г"
"Ставрида тихоокеанская, приготовленная на жару",201 кКал,0 г,"25,73 г","10,12 г"
"Ставрида, все виды, сырая",146 кКал,0 г,"23,14 г","5,24 г"
"Стерлядь, волжская",127 кКал,0 г,"17,9 г","6,1 г"
"Стерлядь, сибирская",320 кКал,0 г,"10,7 г","30,8 г"
Судак,84 кКал,0 г,"18,4 г","1,1 г"
Судак в томатном соусе. Консервы,119 кКал,"3,1 г",14 г,"5,3 г"
"Судак отварной, по 1-342",96 кКал,0 г,"20,5 г","1,2 г"
"Судак припущенный, по 1-346",89 кКал,0 г,"19,6 г","1,2 г"
"Судак фаршированный, по 1-362",144 кКал,"8,7 г","13,7 г",6 г
"Судак, приготовленный на жару",119 кКал,0 г,"24,54 г","1,56 г"
"Судак, сырой",93 кКал,0 г,"19,14 г","1,22 г"
"Суп, рыбный, по-домашнему, (Аляска)",72 кКал,"5,6 г","7,4 г","2,2 г"
Сурими,99 кКал,"6,85 г","15,18 г","0,9 г"
"Сырок (пелядь), рыба",126 кКал,0 г,"19,1 г","5,5 г"
Таймень,119 кКал,0 г,"18,9 г","4,8 г"
Терпуг,102 кКал,0 г,"17,8 г","3,4 г"
"Терпуг зубатый, приготовленный на жару",109 кКал,0 г,"22,64 г","1,36 г"
"Терпуг зубатый, сырой",85 кКал,0 г,"17,66 г","1,06 г"
"Терпуг, зубастый, змеезуб, мясо, сырое, (Аляска)",79 кКал,0 г,"17,9 г","0,8 г"
Терпужок южный,105 кКал,0 г,"19,5 г",3 г
Тиляпия,96 кКал,0 г,"20,08 г","1,7 г"
"Тиляпия, приготовленная на жару",128 кКал,0 г,"26,15 г","2,65 г"
Трепанг (мясо),"34,6 кКал",0 г,"7,3 г","0,6 г"
Треска,69 кКал,0 г,16 г,"0,6 г"
"Треска атлантическая, консервированная",105 кКал,0 г,"22,76 г","0,86 г"
"Треска атлантическая, приготовленная на жару",105 кКал,0 г,"22,83 г","0,86 г"
"Треска атлантическая, сушеная и соленая",290 кКал,0 г,"62,82 г","2,37 г"
"Треска атлантическая, сырая",82 кКал,0 г,"17,81 г","0,67 г"
Треска горячего копчения,115 кКал,0 г,"26,7 г","1,2 г"
"Треска жареная, по 1-366",123 кКал,"3,1 г",16 г,"5,1 г"
"Треска запеченная, по 1-374",90 кКал,8 г,6 г,"3,7 г"
Треска копченая в масле. Консервы,290 кКал,0 г,"20,8 г",23 г
"Треска отварная, по 1-340",79 кКал,0 г,"17,9 г","0,8 г"
"Треска припущенная, по 1-358",75 кКал,0 г,17 г,"0,8 г"
Треска соленая потрошеная без головы,98 кКал,0 г,"23,1 г","0,6 г"
"Треска тихоокеанская, приготовленная",84 кКал,0 г,"20,42 г","0,25 г"
"Треска тихоокеанская, приготовленная на жару",85 кКал,0 г,"18,73 г","0,5 г"
"Треска тихоокеанская, сырая",69 кКал,0 г,"15,27 г","0,41 г"
"Треска тушеная, по 1-362",101 кКал,"3,9 г","9,7 г","5,1 г"
"Трубач, моллюск",137 кКал,"7,76 г","23,84 г","0,4 г"
"Трубач, моллюск, приготовленный на пару",275 кКал,"15,52 г","47,68 г","0,8 г"
Тунец,139 кКал,0 г,"24,4 г","4,6 г"
"Тунец  в масле, консервированный, сухой продукт без маринада",198 кКал,0 г,"29,13 г","8,21 г"
"Тунец белый, консервированный в воде, без соли, сухой продукт без маринада",128 кКал,0 г,"23,62 г","2,97 г"
"Тунец белый, консервированный в воде, сухой продукт без маринада",128 кКал,0 г,"23,62 г","2,97 г"
"Тунец белый, консервированный в масле, без соли, сухой продукт без маринада",186 кКал,0 г,"26,53 г","8,08 г"
"Тунец белый, консервированный в масле, сухой продукт без маринада",186 кКал,0 г,"26,53 г","8,08 г"
Тунец в масле. Консервы,232 кКал,0 г,22 г,"15,9 г"
Тунец голубой,144 кКал,0 г,"23,33 г","4,9 г"
"Тунец голубой, приготовленный на жару",184 кКал,0 г,"29,91 г","6,28 г"
Тунец желтоперый,109 кКал,0 г,"24,4 г","0,49 г"
"Тунец желтоперый, приготовленный на жару",130 кКал,0 г,"29,15 г","0,59 г"
Тунец натуральный. Консервы,96 кКал,0 г,"22,5 г","0,7 г"
"Тунец, консервированный в воде, без соли, сухой продукт без маринада",116 кКал,0 г,"25,51 г","0,82 г"
"Тунец, консервированный в воде, сухой продукт без маринада",86 кКал,0 г,"19,44 г","0,96 г"
"Тунец, консервированный в масле, без соли, сухой продукт без маринада",198 кКал,0 г,"29,13 г","8,21 г"
"Тюлень, бородатый (Oogruk), мясо,  низкий квадрант, сырое, (Аляска)",186 кКал,0 г,"23,63 г","10,17 г"
"Тюлень, бородатый (Oogruk), мясо, сушеное, (Аляска)",351 кКал,0 г,"82,6 г","2,3 г"
"Тюлень, бородатый (Oogruk), мясо, сушеное, в масле (Аляска)",367 кКал,0 г,"35,31 г","25,08 г"
"Тюлень, бородатый (Oogruk), мясо, сырое, (Аляска)",110 кКал,0 г,"26,7 г","0,4 г"
"Тюлень, бородатый (Oogruk), мясо, частично сушеное, (Аляска)",270 кКал,0 г,"62,38 г","2,31 г"
Тюлька весенняя соленая,225 кКал,0 г,"19,8 г","16,2 г"
Тюлька осенняя соленая,264 кКал,0 г,"15,7 г","22,3 г"
Тюрбо (палтус европейский),95 кКал,0 г,"16,05 г","2,95 г"
Тюрбо (палтус европейский) приготовленный на жару,122 кКал,0 г,"20,58 г","3,78 г"
Угольная рыба,201 кКал,0 г,"12,2 г","16,9 г"
"Угольная рыба, копченая",257 кКал,0 г,"17,65 г","20,14 г"
"Угольная рыба, мелкая",114 кКал,0 г,"14,2 г","6,4 г"
"Угольная рыба, приготовленная на жару",250 кКал,0 г,"17,19 г","19,62 г"
"Угольная рыба, сырая",195 кКал,0 г,"13,41 г","15,3 г"
Угорь морской,94 кКал,0 г,"19,1 г","1,9 г"
Угорь речной,333 кКал,0 г,"14,5 г","30,5 г"
Угорь речной горячего копчения,386 кКал,0 г,"15,7 г","35,9 г"
"Угорь, все виды",184 кКал,0 г,"18,44 г","11,66 г"
"Угорь, все виды, приготовленный на жару",236 кКал,0 г,"23,65 г","14,95 г"
Удильщик,68 кКал,0 г,"14,8 г",1 г
"Улитка, сырая",90 кКал,2 г,"16,1 г","1,4 г"
Умбрина,103 кКал,0 г,"17,9 г","3,5 г"
"Усач, аральский",175 кКал,0 г,"18,6 г","11,2 г"
"Усач, каспийский",134 кКал,0 г,"20,1 г","5,9 г"
Устрица,72 кКал,"4,5 г",9 г,2 г
"Устрица американская, дикая",51 кКал,"2,72 г","5,71 г","1,71 г"
"Устрица американская, дикая, приготовленная на жару",79 кКал,"4,23 г","8,87 г","2,65 г"
"Устрица американская, дикая, приготовленная на пару",102 кКал,"5,45 г","11,42 г","3,42 г"
"Устрица американская, консервированная",68 кКал,"3,91 г","7,06 г","2,47 г"
"Устрица американская, обжаренная в панировке",199 кКал,"11,62 г","8,77 г","12,58 г"
"Устрица американская, разведенная на ферме",59 кКал,"5,53 г","5,22 г","1,55 г"
"Устрица американская, разведенная на ферме, приготовленная на жару",79 кКал,"7,28 г",7 г,"2,12 г"
"Устрица тихоокеанская, приготовленная на пару",163 кКал,"9,9 г","18,9 г","4,6 г"
"Устрица тихоокеанская, сырая",81 кКал,"4,95 г","9,45 г","2,3 г"
"Форель радужная, дикая",119 кКал,0 г,"20,48 г","3,46 г"
"Форель радужная, дикая, приготовленная на жару",150 кКал,0 г,"22,92 г","5,82 г"
"Форель радужная, разведенная на ферме",141 кКал,0 г,"19,94 г","6,18 г"
"Форель радужная, разведенная на ферме, приготовленная на жару",168 кКал,0 г,"23,8 г","7,38 г"
"Форель, все виды",148 кКал,0 г,"20,77 г","6,61 г"
"Форель, все виды, приготовленная на жару",190 кКал,0 г,"26,63 г","8,47 г"
"Фрикадельки из минтая, по 1-386",95 кКал,"7,6 г","11,8 г","1,9 г"
Хамса весенняя соленая,166 кКал,0 г,"21,2 г",9 г
Хамса осенняя соленая,292 кКал,0 г,"17,5 г","24,7 г"
Хариус,112 кКал,0 г,"20,6 г","3,3 г"
Хек,86 кКал,0 г,"16,6 г","2,2 г"
"Хек припущенный, по 1-356",91 кКал,0 г,"17,8 г","2,4 г"
Чавыча,148 кКал,0 г,"19,1 г",8 г
"Чавыча, копченая",117 кКал,0 г,"18,28 г","4,32 г"
"Чавыча, копченая (засоленная лососина), стандартная",117 кКал,0 г,"18,28 г","4,32 г"
"Чавыча, королевкий лосось, Аляска",187 кКал,0 г,"20,25 г","11,73 г"
"Чавыча, королевкий лосось, Аляска, копченая",266 кКал,0 г,"30,7 г","15,9 г"
"Чавыча, королевкий лосось, Аляска, копченая (smoked), консерв.",150 кКал,0 г,"23,2 г","5,9 г"
"Чавыча, королевкий лосось, Аляска, соленая",430 кКал,0 г,"39,9 г",30 г
"Чавыча, приготовленная на жару",231 кКал,0 г,"25,72 г","13,38 г"
"Чавыча, сырая",179 кКал,0 г,"19,93 г","10,43 г"
"Черепаха зеленая, сырая",89 кКал,0 г,"19,8 г","0,5 г"
Чехонь,97 кКал,0 г,"19,2 г","2,2 г"
"Чир (щокур), енисейский",173 кКал,0 г,"17,9 г","11,3 г"
"Чир (щокур), обский",127 кКал,0 г,"18,2 г",6 г
"Чукучан, приготовленный на жару",119 кКал,0 г,"21,49 г","2,97 г"
"Чукучан, сырой",92 кКал,0 г,"16,76 г","2,32 г"
"Шемая аральская, весенняя",105 кКал,0 г,"19,4 г",3 г
"Шемая аральская, осенняя",138 кКал,0 г,"18,4 г","7,2 г"
"Шницель из окуня, по 1-380",215 кКал,"8,1 г","17,6 г","12,5 г"
Шпроты в масле. Консервы,363 кКал,0 г,"17,4 г","32,4 г"
Щука,84 кКал,0 г,"18,4 г","1,1 г"
Щука в томатном соусе. Консервы,110 кКал,"3,1 г","14,2 г",4 г
"Щука обыкновенная, приготовленная на жару",113 кКал,0 г,"24,69 г","0,88 г"
"Щука обыкновенная, сырая",88 кКал,0 г,"19,26 г","0,69 г"
"Щука отварная, по 1-340",98 кКал,0 г,"21,3 г","1,3 г"
"Щука припущенная, по 1-348",90 кКал,0 г,"19,6 г","1,2 г"
"Щука фаршированная, по 1-362",141 кКал,"8,4 г","13,3 г",6 г
Эпигонус чёрный дальневосточный (кардинал),172 кКал,0 г,"16,5 г","11,8 г"
Язык морской,88 кКал,0 г,"10,3 г","5,2 г"
Язь,117 кКал,0 г,19 г,"4,5 г"
"Язь в томатном соусе, консервы",128 кКал,"5,3 г","12,9 г","6,3 г"
